substancia,ean,produto,pmvg
MONTELUCASTE DE SÓDIO,    -     ,Similar,"59,91"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"179,89"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"60,04"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"180,33"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"21,19"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"63,59"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"26,51"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"79,46"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"159,66"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"154,44"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"251,72"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"230,69"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"425,16"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"32,01"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"75,05"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"38,90"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"116,87"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"24,96"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"96,10"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"24,96"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"74,99"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"18,68"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,15"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"18,68"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"26,16"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,15"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"31,46"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,13"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"74,30"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,13"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"74,30"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,13"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"74,30"
MONTELUCASTE DE SÓDIO,    -     ,Novo,"40,62"
MONTELUCASTE DE SÓDIO,    -     ,Novo,"81,26"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"24,61"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"74,90"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"149,83"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"499,45"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"24,96"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"74,90"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"149,83"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"499,45"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"24,96"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,15"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"112,04"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"373,56"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"56,03"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"56,03"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"56,03"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"74,71"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"48,12"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"802,01"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"115,36"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"1305,70"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"117,23"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"75,03"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"75,03"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"5,60"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"13,07"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"26,15"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"52,29"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"56,04"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"74,98"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"53,51"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"36,50"
MONTELUCASTE DE SÓDIO,    -     ,Similar,"57,14"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"24,98"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,15"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"24,98"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"26,16"
MONTELUCASTE DE SÓDIO,    -     ,Genérico,"37,15"
MOXETUMOMABE PASUDOTOX,    -     ,Biológico,"11337,86"
MOXETUMOMABE PASUDOTOX,    -     ,Biológico,"11337,86"
MUPIROCINA,    -     ,Genérico,"29,95"
MUPIROCINA,    -     ,Novo,"30,69"
MUPIROCINA,    -     ,Genérico,"29,93"
MUPIROCINA,    -     ,Genérico,"1496,86"
MUPIROCINA,    -     ,Similar,"44,82"
MUPIROCINA,    -     ,Similar,"45,10"
MUPIROCINA,    -     ,Genérico,"29,41"
MUPIROCINA,    -     ,Genérico,"2941,09"
MUPIROCINA,    -     ,Similar,"44,21"
MYCOBACTERIUM BOVIS,    -     ,Biológico,"363,39*"
MYCOBACTERIUM BOVIS,    -     ,Biológico,"726,81*"
MYCOBACTERIUM BOVIS,    -     ,Biológico,"347,88"
MYCOBACTERIUM BOVIS,    -     ,Biológico,"695,79"
MYROXYLON BALSAMUM HARMS;POLYGALA SENEGA L.;NASTURTIUM OFFICINALE R.BR.;MIKANIA GLOMERATA SPRENG.,    -     ,Fitoterápico,"19,90"
NAPROXENO,    -     ,Genérico,"12,42*"
NAPROXENO,    -     ,Genérico,"27,15*"
NAPROXENO,    -     ,Similar,"12,32"
NAPROXENO,    -     ,Similar,"26,03"
NAPROXENO,    -     ,Similar,"24,09"
NAPROXENO,    -     ,Similar,"11,17*"
NAPROXENO,    -     ,Genérico,"9,85*"
NAPROXENO,    -     ,Genérico,"17,84*"
NAPROXENO SÓDICO,    -     ,Genérico,"10,77"
NAPROXENO SÓDICO,    -     ,Genérico,"21,53"
NAPROXENO SÓDICO,    -     ,Genérico,"16,80*"
NAPROXENO SÓDICO,    -     ,Genérico,"39,22*"
NAPROXENO SÓDICO,    -     ,Similar,"18,94"
NAPROXENO SÓDICO,    -     ,Genérico,"16,18"
NAPROXENO SÓDICO,    -     ,Genérico,"38,37"
NAPROXENO SÓDICO,    -     ,Similar,"17,95"
NAPROXENO SÓDICO,    -     ,Similar,"18,94"
NAPROXENO SÓDICO,    -     ,Similar,"21,78"
NAPROXENO SÓDICO,    -     ,Novo,"11,12"
NAPROXENO SÓDICO,    -     ,Novo,"95,65"
NAPROXENO SÓDICO,    -     ,Novo,"16,13"
NAPROXENO SÓDICO,    -     ,Novo,"43,38"
NAPROXENO SÓDICO,    -     ,Novo,"8,33"
NAPROXENO SÓDICO,    -     ,Novo,"17,80"
NAPROXENO SÓDICO,    -     ,Novo,"17,80"
NAPROXENO SÓDICO,    -     ,Novo,"27,20"
NAPROXENO SÓDICO,    -     ,Similar,"15,12"
NAPROXENO;ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO,    -     ,Novo,"53,88"
NAPROXENO;ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO,    -     ,Novo,"107,75"
NATALIZUMABE,    -     ,Biológico,"6419,40*"
NAXITAMABE,    -     ,Biológico,"49071,83"
NEPAFENACO,    -     ,Novo,"57,82"
NEPAFENACO,    -     ,Novo,"104,06"
NEVIRAPINA,    -     ,Similar,"5552,73*"
NICERGOLINA,    -     ,Novo,"90,14"
NICERGOLINA,    -     ,Novo,"115,89"
NICOTINA,    -     ,Novo,"47,56"
NICOTINA,    -     ,Novo,"52,45"
NICOTINA,    -     ,Novo,"72,17"
NICOTINA,    -     ,Novo,"75,57"
NICOTINA,    -     ,Novo,"78,94"
NICOTINA,    -     ,Específico,"84,88"
NICOTINA,    -     ,Específico,"79,53"
NICOTINA,    -     ,Específico,"58,46"
NICOTINA,    -     ,Específico,"64,13"
NICOTINA,    -     ,Específico,"36,44"
NICOTINA,    -     ,Específico,"38,17"
NICOTINA,    -     ,Específico,"39,90"
NICOTINAMIDA;ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;RIBOFLAVINA;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;COLECALCIFEROL,    -     ,Específico,"507,02"
NICOTINAMIDA;BITARTARATO DE COLINA;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;SULFATO FERROSO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;TIAMINA;INOSITOL;FOSFATO DE CÁLCIO DIBÁSICO;ADENOSINA;LEVOMETIONINA;ÁCIDO FÓLICO;PANTOTENATO DE CALCIO;BIOTINA,    -     ,Específico,"61,61"
NICOTINAMIDA;BITARTARATO DE COLINA;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;SULFATO FERROSO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;TIAMINA;INOSITOL;FOSFATO DE CÁLCIO DIBÁSICO;ADENOSINA;LEVOMETIONINA;ÁCIDO FÓLICO;PANTOTENATO DE CALCIO;BIOTINA,    -     ,Específico,"55,42"
"NICOTINAMIDA;CIANOCOBALAMINA 0,1%;BETACAROTENO;PANAX GINSENG C. A. MEY.;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;INOSITOL;FUMARATO FERROSO;SELENATO DE SÓDIO;ADENOSINA;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;BIOTINA;ÁCIDO ASCÓRBICO 90%",    -     ,Específico,"46,37"
NICOTINAMIDA;CLORIDRATO DE LEVOCARNITINA;NITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA;CLORIDRATO DE LEVOLISINA,    -     ,Específico,"10,70"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ERGOCALCIFEROL;PALMITATO DE RETINOL;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;BIOTINA;FOSFATO SÓDICO DE RIBOFLAVINA,    -     ,Específico,"15,57"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;FOSFATO SÓDICO DE RIBOFLAVINA,    -     ,Específico,"80,79"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;PANTOTENATO DE CALCIO;FOSFATO SÓDICO DE RIBOFLAVINA,    -     ,Específico,"84,33"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA,    -     ,Específico,"13,22"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;DEXPANTENOL;MONOFOSFATO DE RIBOFLAVINA SÓDICA;CLORIDRATO DE PIRIDOXINA,    -     ,Específico,"89,90"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;FOSFATO DE RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA,    -     ,Específico,"23,12"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CALCIO;FOSFATO SÓDICO DE RIBOFLAVINA,    -     ,Específico,"9,23"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA,    -     ,Específico,"24,58"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CLORIDRATO DE PIRIDOXINA;FOSFATO SÓDICO DE RIBOFLAVINA,    -     ,Específico,"11,65"
NICOTINAMIDA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,    -     ,Específico,"14,59"
NICOTINAMIDA;FERRO QUELATO;CLORIDRATO DE PIRIDOXINA,    -     ,Específico,"25,44"
NICOTINAMIDA;NITRATO DE TIAMINA;FERROCARBONILA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;CIANOCOBALAMINA,    -     ,Específico,"8,91"
NICOTINAMIDA;NITRATO DE TIAMINA;FERROCARBONILA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;CIANOCOBALAMINA,    -     ,Específico,"26,80"
NICOTINAMIDA;NITRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;PANTOTENATO DE CALCIO,    -     ,Específico,"31,00"
NICOTINAMIDA;NITRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;PANTOTENATO DE CALCIO;CIANOCOBALAMINA,    -     ,Específico,"24,65"
NICOTINAMIDA;PALMITATO DE RETINOL;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;DEXTROALFATOCOFEROL;COCARBOXILASE;ÁCIDO FÓLICO;RIBOFLAVINA FOSFATO DE SÓDIO;BIOTINA;COLECALCIFEROL,    -     ,Específico,"303,64"
NICOTINAMIDA;SULFATO DE MANGANÊS;FOSFATO DE CÁLCIO DIBÁSICO ANIDRO;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;LECITINA DE SOJA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;RUTOSÍDEO;FUMARATO FERROSO;SULFATO CÚPRICO PENTAIDRATADO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;GLICONATO DE POTÁSSIO;GLICONATO DE MAGNÉSIO;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL,    -     ,Específico,"58,55"
NICOTINAMIDA;SULFATO DE MANGANÊS;FOSFATO DE CÁLCIO DIBÁSICO ANIDRO;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;LECITINA DE SOJA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;RUTOSÍDEO;FUMARATO FERROSO;SULFATO CÚPRICO PENTAIDRATADO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;GLICONATO DE POTÁSSIO;GLICONATO DE MAGNÉSIO;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL,    -     ,Específico,"23,03"
NICOTINAMIDA;SULFATO DE MANGANÊS;FOSFATO DE CÁLCIO DIBÁSICO ANIDRO;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;LECITINA DE SOJA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;OXIDO DE ZINCO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;RUTOSÍDEO;FUMARATO FERROSO;SULFATO CÚPRICO PENTAIDRATADO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;GLICONATO DE POTÁSSIO;GLICONATO DE MAGNÉSIO;ÁCIDO FÓLICO;PANTOTENATO DE CALCIO;COLECALCIFEROL,    -     ,Específico,"96,33"
NIFEDIPINA,    -     ,Similar,"19,01"
NIFEDIPINA,    -     ,Similar,"44,30"
NIFEDIPINO,    -     ,Similar,"17,84"
NIFEDIPINO,    -     ,Similar,"226,44"
NIFEDIPINO,    -     ,Similar,"14,10"
NIFEDIPINO,    -     ,Similar,"21,82"
NILOTINIBE,    -     ,Novo,"17548,19*"
NILOTINIBE,    -     ,Novo,"14101,22"
NIMESULIDA,    -     ,Genérico,"13,65"
NIMESULIDA,    -     ,Genérico,"21,29"
NIMESULIDA,    -     ,Genérico,"12,96"
NIMESULIDA,    -     ,Genérico,"25,44"
NIMESULIDA,    -     ,Similar,"20,60"
NIMESULIDA,    -     ,Genérico,"19,85"
NIMESULIDA,    -     ,Similar,"23,27"
NIMESULIDA,    -     ,Similar,"26,26"
NIMESULIDA,    -     ,Similar,"10,51"
NIMESULIDA,    -     ,Similar,"16,27"
NIMESULIDA,    -     ,Similar,"185,62"
NIMESULIDA,    -     ,Genérico,"10,40"
NIMESULIDA,    -     ,Genérico,"16,45"
NIMESULIDA,    -     ,Novo,"31,01"
NIMESULIDA,    -     ,Novo,"58,86"
NIMESULIDA,    -     ,Genérico,"12,62"
NIMESULIDA,    -     ,Genérico,"15,28"
NIMESULIDA,    -     ,Similar,"22,56"
NIMESULIDA,    -     ,Genérico,"26,63"
NIMESULIDA,    -     ,Similar,"14,81"
NIMESULIDA,    -     ,Similar,"14,81"
NIMESULIDA,    -     ,Genérico,"14,81"
NIMESULIDA,    -     ,Genérico,"14,81"
NIMESULIDA,    -     ,Similar,"20,06"
NIMESULIDA,    -     ,Genérico,"21,93"
NIMESULIDA,    -     ,Novo,"40,98"
NIMESULIDA,    -     ,Novo,"33,72"
NIMESULIDA,    -     ,Novo,"45,27"
NIMESULIDA,    -     ,Novo,"14,36"
NIMESULIDA,    -     ,Genérico,"26,61"
NIMESULIDA,    -     ,Genérico,"21,88"
NIMESULIDA,    -     ,Genérico,"9,34"
NIMESULIDA,    -     ,Genérico,"12,98"
NIMESULIDA,    -     ,Genérico,"26,64"
NIMESULIDA,    -     ,Genérico,"20,03"
NIMESULIDA,    -     ,Genérico,"60,05"
NIMESULIDA,    -     ,Similar,"12,29"
NIMESULIDA,    -     ,Similar,"30,84"
NIMESULIDA,    -     ,Similar,"92,40"
NIMESULIDA,    -     ,Similar,"26,48"
NIMESULIDA,    -     ,Genérico,"19,87"
NIMESULIDA,    -     ,Genérico,"19,87"
NIMESULIDA,    -     ,Genérico,"26,63"
NIMESULIDA,    -     ,Genérico,"21,91"
NIMESULIDA,    -     ,Genérico,"25,48"
NIMESULIDA,    -     ,Genérico,"22,14"
NIMESULIDA,    -     ,Genérico,"26,58"
NIMESULIDA,    -     ,Genérico,"775,99"
NIMESULIDA,    -     ,Similar,"21,08"
NIMESULIDA,    -     ,Similar,"25,31"
NIMESULIDA,    -     ,Similar,"21,08"
NIMESULIDA,    -     ,Similar,"25,31"
NIMESULIDA,    -     ,Similar,"17,57"
NIMESULIDA,    -     ,Similar,"16,48"
NIMESULIDA,    -     ,Similar,"17,12"
NIMESULIDA,    -     ,Similar,"16,63"
NIMESULIDA,    -     ,Similar,"50,27"
NIMESULIDA,    -     ,Genérico,"10,51"
NIMESULIDA,    -     ,Genérico,"15,43"
NIMESULIDA,    -     ,Genérico,"18,69"
NIMESULIDA,    -     ,Genérico,"1131,40"
NIMESULIDA,    -     ,Similar,"19,59"
NIMESULIDA,    -     ,Similar,"846,35"
NIMESULIDA,    -     ,Genérico,"13,59"
NIMESULIDA,    -     ,Genérico,"18,87"
NIMESULIDA,    -     ,Similar,"24,22"
NIMESULIDA,    -     ,Genérico,"24,91"
NIMESULIDA,    -     ,Similar,"24,22"
NIMESULIDA,    -     ,Genérico,"26,61"
NIMESULIDA,    -     ,Similar,"24,01"
NIMESULIDA,    -     ,Similar,"24,01"
NIMESULIDA,    -     ,Similar,"9,70"
NIMESULIDA,    -     ,Similar,"29,08"
NIMESULIDA,    -     ,Similar,"25,51"
NIMESULIDA BETACICLODEXTRINA,    -     ,Genérico,"20,03"
NIMESULIDA BETACICLODEXTRINA,    -     ,Genérico,"48,10"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"12,31"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"30,78"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"9,76"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"24,40"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"9,76"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"24,40"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"11,36"
NIMESULIDA BETACICLODEXTRINA,    -     ,Similar,"28,40"
NIMESULIDA BETACICLODEXTRINA,    -     ,Novo,"30,84"
NIMESULIDA BETACICLODEXTRINA,    -     ,Novo,"92,40"
NIMODIPINO,    -     ,Similar,"41,82"
NIPOCALIMABE,    -     ,    -     ,"68417,86"
NIPOCALIMABE,    -     ,    -     ,"17104,47"
NIRMATRELVIR;RITONAVIR,    -     ,Novo,"3406,01"
NIRSEVIMABE,    -     ,Biológico,"1984,16"
NIRSEVIMABE,    -     ,Biológico,"1984,16"
NIRSEVIMABE,    -     ,Biológico,"1984,16"
NIRSEVIMABE,    -     ,Biológico,"1984,16"
NIRSEVIMABE,    -     ,Biológico,"9920,80"
NIRSEVIMABE,    -     ,Biológico,"9920,80"
NISTATINA,    -     ,Genérico,"24,63"
NISTATINA,    -     ,Genérico,"22,28"
NISTATINA,    -     ,Similar,"23,88"
NISTATINA,    -     ,Similar,"17,26"
NISTATINA,    -     ,Genérico,"14,70"
NISTATINA,    -     ,Genérico,"698,08"
NISTATINA,    -     ,Genérico,"20,65"
NISTATINA,    -     ,Genérico,"20,65"
NISTATINA,    -     ,Genérico,"22,22"
NISTATINA,    -     ,Similar,"33,58"
NISTATINA,    -     ,Similar,"24,42"
NISTATINA,    -     ,Similar,"34,46"
NISTATINA,    -     ,Similar,"22,28"
NISTATINA,    -     ,Similar,"17,33"
NISTATINA,    -     ,Similar,"21,96"
NISTATINA,    -     ,Genérico,"10,68"
NISTATINA,    -     ,Genérico,"20,06"
NISTATINA,    -     ,Genérico,"849,15"
NISTATINA,    -     ,Genérico,"356,69"
NISTATINA,    -     ,Genérico,"14,88"
NISTATINA,    -     ,Genérico,"335,54"
NISTATINA,    -     ,Genérico,"279,60"
NISTATINA,    -     ,Genérico,"22,65"
NISTATINA,    -     ,Similar,"21,88"
NISTATINA,    -     ,Genérico,"15,97"
NISTATINA,    -     ,Similar,"15,97"
NISTATINA,    -     ,Similar,"25,31"
NISTATINA,    -     ,Genérico,"15,22"
NISTATINA,    -     ,Genérico,"23,50"
NISTATINA,    -     ,Genérico,"16,71"
NISTATINA,    -     ,Genérico,"10,85"
NISTATINA;METRONIDAZOL,    -     ,Genérico,"31,70"
NISTATINA;METRONIDAZOL,    -     ,Similar,"50,05"
NISTATINA;METRONIDAZOL,    -     ,Genérico,"28,12"
NISTATINA;METRONIDAZOL,    -     ,Genérico,"621,77"
NISTATINA;METRONIDAZOL,    -     ,Genérico,"30,15"
NISTATINA;METRONIDAZOL,    -     ,Similar,"34,94"
NISTATINA;METRONIDAZOL,    -     ,Novo,"48,75"
NISTATINA;OXIDO DE ZINCO,    -     ,Similar,"19,84"
NISTATINA;OXIDO DE ZINCO,    -     ,Genérico,"19,84"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"19,84"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"32,15"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"27,24"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"16,83"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"20,20"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"19,84"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Novo,"54,47"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"19,34"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"48,48"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"39,46"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"16,64"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"1000,67"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"30,80"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"869,20"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"33,18"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"18,74"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"18,06"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"27,03"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"17,72"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Similar,"39,21"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"19,84"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"18,44"
NISTATINA;ÓXIDO DE ZINCO,    -     ,Genérico,"16,75"
NITAZOXANIDA,    -     ,Genérico,"16,93"
NITAZOXANIDA,    -     ,Genérico,"35,12"
NITAZOXANIDA,    -     ,Similar,"25,51"
NITAZOXANIDA,    -     ,Similar,"54,02"
NITAZOXANIDA,    -     ,Similar,"16,95"
NITAZOXANIDA,    -     ,Similar,"35,13"
NITAZOXANIDA,    -     ,Similar,"44,41"
NITAZOXANIDA,    -     ,Genérico,"33,53"
NITAZOXANIDA,    -     ,Similar,"21,81"
NITAZOXANIDA,    -     ,Similar,"48,31"
NITAZOXANIDA,    -     ,Similar,"23,48"
NITAZOXANIDA,    -     ,Similar,"48,60"
NITAZOXANIDA,    -     ,Similar,"23,48"
NITAZOXANIDA,    -     ,Similar,"48,60"
NITAZOXANIDA,    -     ,Similar,"55,09"
NITAZOXANIDA,    -     ,Similar,"128,56"
NITAZOXANIDA,    -     ,Similar,"165,29"
NITAZOXANIDA,    -     ,Similar,"550,96"
NITAZOXANIDA,    -     ,Genérico,"16,95"
NITAZOXANIDA,    -     ,Genérico,"35,12"
NITAZOXANIDA,    -     ,Genérico,"18,18"
NITAZOXANIDA,    -     ,Genérico,"35,12"
NITAZOXANIDA,    -     ,Genérico,"40,54"
NITAZOXANIDA,    -     ,Genérico,"94,60"
NITAZOXANIDA,    -     ,Genérico,"121,63"
NITAZOXANIDA,    -     ,Genérico,"405,46"
NITAZOXANIDA,    -     ,Similar,"16,93"
NITAZOXANIDA,    -     ,Similar,"35,12"
NITAZOXANIDA,    -     ,Novo,"62,38"
NITAZOXANIDA,    -     ,Novo,"54,02"
NITAZOXANIDA,    -     ,Novo,"26,08"
NITAZOXANIDA,    -     ,Similar,"62,38"
NITAZOXANIDA,    -     ,Similar,"54,02"
NITAZOXANIDA,    -     ,Similar,"24,97"
NITAZOXANIDA,    -     ,Genérico,"16,95"
NITAZOXANIDA,    -     ,Genérico,"35,12"
NITAZOXANIDA,    -     ,Genérico,"16,95"
NITAZOXANIDA,    -     ,Genérico,"35,12"
NITAZOXANIDA,    -     ,Genérico,"40,54"
NITAZOXANIDA,    -     ,Genérico,"94,60"
NITAZOXANIDA,    -     ,Genérico,"121,63"
NITAZOXANIDA,    -     ,Genérico,"405,46"
NITAZOXANIDA,    -     ,Similar,"23,48"
NITAZOXANIDA,    -     ,Similar,"52,17"
NITAZOXANIDA,    -     ,Similar,"23,48"
NITAZOXANIDA,    -     ,Similar,"52,17"
NITAZOXANIDA,    -     ,Similar,"56,13"
NITAZOXANIDA,    -     ,Similar,"130,99"
NITAZOXANIDA,    -     ,Similar,"168,40"
NITAZOXANIDA,    -     ,Similar,"561,40"
NITAZOXANIDA,    -     ,Genérico,"16,38"
