classe,codigo,descricao,unidade,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
Livro SINAPI: Cálculos e Parâmetros,88283,MOTORISTA DE CAMINHÃO E CARRETA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101422,MOTORISTA DE CARRO DE PASSEIO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88284,MOTORISTA DE VEÍCULO LEVE COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101424,MOTORISTA OPERADOR DE CAMINHÃO COM MUNCK COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88286,MOTORISTA OPERADOR DE MUNCK COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88288,NIVELADOR COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101425,NIVELADOR COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101426,OPERADOR DE BATE-ESTACA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88291,OPERADOR DE BETONEIRA (CAMINHÃO) COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101427,OPERADOR DE BETONEIRA (CAMINHÃO) COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101428,OPERADOR DE BETONEIRA ESTACIONÁRIA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88377,OPERADOR DE BETONEIRA ESTACIONÁRIA/MISTURADOR COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101429,OPERADOR DE COMPRESSOR DE AR OU COMPRESSORISTA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88292,OPERADOR DE COMPRESSOR OU COMPRESSORISTA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88293,OPERADOR DE DEMARCADORA DE FAIXAS COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101430,OPERADOR DE DEMARCADORA DE FAIXAS DE TRÁFEGO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88294,OPERADOR DE ESCAVADEIRA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101431,OPERADOR DE ESCAVADEIRA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88295,OPERADOR DE GUINCHO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101432,OPERADOR DE GUINCHO OU GUINCHEIRO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88296,OPERADOR DE GUINDASTE COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101433,OPERADOR DE GUINDASTE COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101434,OPERADOR DE JATO ABRASIVO OU JATISTA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88298,OPERADOR DE MARTELETE OU MARTELETEIRO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101436,OPERADOR DE MARTELETE OU MARTELETEIRO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101437,OPERADOR DE MOTO SCRAPER COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88299,OPERADOR DE MOTO-ESCREIPER COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88300,OPERADOR DE MOTONIVELADORA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101438,OPERADOR DE MOTONIVELADORA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88297,OPERADOR DE MÁQUINAS E EQUIPAMENTOS COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101435,OPERADOR DE MÁQUINAS E TRATORES DIVERSOS COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101440,OPERADOR DE PAVIMENTADORA / MESA VIBROACABADORA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88302,OPERADOR DE PAVIMENTADORA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88301,OPERADOR DE PÁ CARREGADEIRA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101439,OPERADOR DE PÁ CARREGADEIRA COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88303,OPERADOR DE ROLO COMPACTADOR COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101441,OPERADOR DE ROLO COMPACTADOR COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88304,"OPERADOR DE USINA DE ASFALTO, DE SOLOS OU DE CONCRETO COM ENCARGOS COMPLEMENTARES",H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101443,"OPERADOR DE USINA DE ASFALTO, DE SOLOS OU DE CONCRETO COM ENCARGOS COMPLEMENTARES",MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88306,OPERADOR JATO DE AREIA OU JATISTA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88307,OPERADOR PARA BATE ESTACAS COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88308,PASTILHEIRO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101444,PASTILHEIRO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88309,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101445,PEDREIRO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88310,PINTOR COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101446,PINTOR COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88311,PINTOR DE LETREIROS COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101447,PINTOR DE LETREIROS COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88312,PINTOR PARA TINTA EPÓXI COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101448,PINTOR PARA TINTA EPÓXI COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101449,POCEIRO / ESCAVADOR DE VALAS COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88313,POCEIRO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88314,RASTELEIRO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88315,SERRALHEIRO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101451,SERRALHEIRO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88316,SERVENTE COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101452,SERVENTE DE OBRAS COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88318,"SOLDADOR A (PARA SOLDA A SER TESTADA COM RAIOS ""X"") COM ENCARGOS COMPLEMENTARES",H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88317,SOLDADOR COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101453,SOLDADOR COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101454,SOLDADOR ELÉTRICO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,100533,TECNICO DE EDIFICACOES COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,100534,TECNICO DE EDIFICACOES COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88323,TELHADISTA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101458,TELHADOR COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,90781,TOPOGRAFO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,94296,TOPOGRAFO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88324,TRATORISTA COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88321,TÉCNICO DE LABORATÓRIO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101456,TÉCNICO DE LABORATÓRIO E CAMPO DE CONSTRUÇÃO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,100309,TÉCNICO EM SEGURANÇA DO TRABALHO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,100321,TÉCNICO EM SEGURANÇA DO TRABALHO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88322,TÉCNICO EM SONDAGEM COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101457,TÉCNICO EM SONDAGEM COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,88325,VIDRACEIRO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101459,VIDRACEIRO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,100289,VIGIA DIURNO COM ENCARGOS COMPLEMENTARES,H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Livro SINAPI: Cálculos e Parâmetros,101460,VIGIA DIURNO COM ENCARGOS COMPLEMENTARES,MES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Locação de Obras,105011,EXECUÇÃO DE LINHAS DE REFERÊNCIA EM GABARITO OU CAVALETE. AF_03/2024,M,0.7705,0.7647,0.8448,0.7647,0.8103,0.8182,0.7742,0.806,0.7857,0.7333,0.7424,0.6897,0.7333,0.8276,0.7963,0.7857,0.7547,0.8169,0.8356,0.8077,0.7656,0.8305,0.7627,0.7941,0.7692,0.8,0.7544
