codigo,descricao,Grupo,Classe
6483,"ALERGOLOGIA - TESTES IMUNO - ALERGICOS "" IN VITRO """,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6491,CARDIOLOGIA - ELETROCARDIOGRAMA - ECG,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6505,CARDIOLOGIA - TESTE ERGOMETRICO (TE) EM BICICLETA OU EM  ES-TEIRA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6513,CARDIOLOGIA - MONITORIZACAO ELETROCARDIOGRAFICA   PROGRAMADACOM TRANSCRICAO NAO CONTINUA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6521,CARDIOLOGIA - ELETROCARDIOGRAFIA DINAMICA SISTEMA HOLTER,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6530,CARDIOLOGIA - ECOCARDIOGRAMA UNIDIMENSIONAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6548,CARDIOLOGIA - ECOCARDIOGRAMA BIDIMENSIONAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6556,CARDIOLOGIA - ECOCARDIOGRAMA BIDIMENSIONAL COM DOPPLER,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6564,CARDIOLOGIA - ECOCARDIOGRAMA BIDIMENSIONAL COM MAPEAMENTO DEFLUXO A CORES,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6572,CARDIOLOGIA - ECODOPPLER DE ESFORCO OU STRESS FARMACOLOGICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6580,CARDIOLOGIA - ECODOPPLER DE CAROTIDAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6599,CARDIOLOGIA - ECODOPPLER VERTEBRAL OU VASCULAR PERIFERICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6602,"CARDIOLOGIA - ECODOPPLER DE CAROTIDAS, MAPEAMENTO DE FLUXO ACORES",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6610,CARDIOLOGIA - ECODOPPLER FETAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6629,"CARDIOLOGIA - ECODOPPLER FETAL, MAPEAMENTO DE FLUXO A CORES",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6637,CARDIOLOGIA - ECODOPPLER TRANSESOFAGICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6645,CARDIOLOGIA - ECODOPPLER TRANSOPERATORIO EPICARDICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6653,CARDIOLOGIA - ECODOPPLER TRANSOPERATORIO ESOFAGICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6661,CARDIOLOGIA - FONOMECANOCARDIOGRAFIA EM PAPEL FOTOGRAFICO OUEM INSCRICAO DIRETA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6670,CARDIOLOGIA - VECTOCARDIOGRAMA EM PAPEL FOTOGRAFICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6688,"CARDIOLOGIA - CARDIOVERSAO ELETRICA ELETIVA (AVALIACAO  CLI-NICA, ELETROCARDIOGRAFICA PARA DESFIBRILACAO )",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6696,CARDIOLOGIA - MARCA - PASSO TEMPORARIO A BEIRA DO LEITO.,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6700,CARDIOLOGIA - MONITORIZACAO PRE OPERATORIA EM CIRURGIA GERAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6718,CARDIOLOGIA - MONITORIZACAO DE PRESSAO ARTERIAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6726,CARDIOLOGIA - CARDIO-ESTIMULACAO TRANSESOFAGICA (CETE) TERA-PEUTICA OU DIAGNOSTICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6734,EXAME ANATOMO PATOLOGICO PRE OPERATORIO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6742,EXAME ANATOMO PATOLOGICO POR ORGAO - BIOPSIA OU BIOPSIA ASPIRATIVA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6750,"EXAME CITOPATOLOGICO ONCOTICO DE LIQUIDOS ( ASCITICO,  PLEU-RAL, URINA, ESCARRO, ETC.)",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6769,EXAME CITOPATOLOGICO CERVICO - VAGINAL ONCOTICO E MICROFLORA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6777,EXAME CITOPATOLOGICO HORMONAL SERIADO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6785,NECROPSIA DE ADULTO E CRIANCA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6793,NECROPSIA DE FETO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6807,ANATOMIA PATOLOGICA E CITOPATOLOGIA - REVISAO DE LAMINAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6815,EXAME CITOPATOLOGICO HORMONAL ISOLADO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6823,ANATOMIA PATOLOGICA E CITOPATOLOGIA - IMUNOPEROXIDASE  (POR-ANTICORPO PRIMARIO),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6831,"ATO DE COLETA DE PUNCAO ASPIRATIVA POR AGULHA FINA, DE ESTRUTURAS CUTANEAS",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6840,"ATO DA COLETA PUNCAO BIOPSIA ASPIRATIVA, POR AGULHA FINA, DEORGAO OU ESTRUTURAS CUTANEAS",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6858,"ATO DA COLETA PUNCAO BIOPSIA ASPIRATIVA, POR AGULHA FINA, DEESTRUTURA PROFUNDA INTRAVITARIA (TORAX, ABDOMINAL, OSSO)",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6866,ANATOMIA PATOLOGICA E CITOPATOLOGIA - HIBRIDIZACAO MOLECULAR,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6874,ELETROENCEFALOGRAMA EM VIGILIA (SEM FOTO ESTIMULACAO),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6882,ELETROENCEFALOGRAMA EM VIGILIA (COM FOTO ESTIMULACAO),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6890,ELETROENCEFALOGRAMA COM COMPRESSAO CAROTIDEA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6904,ELETROENCEFALOGRAMA ESFENOIDAL OU NASO-FARINGEO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6912,ELETROENCEFALOGRAMA EM SONO E VIGILIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6920,ECOENCEFALOGRAMA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6939,ELECTRENCEFALOGRAFIA E NEUROFISIOLOGIA CLINICA  -  POTENCIALEVOCADO VISUAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6971,POLISSONOGRAFIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
6980,ELETRONEUROMIOGRAFIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7005,ELETROENCEFALOGRAMA PROLONGADO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7013,MAPEAMENTO CEREBRAL COM POTENCIAL EVOCADO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7021,MAPEAMENTO CEREBRAL COM ELETROENCEFALOGRAMA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7030,ENDOSCOPIA DIGESTIVA DIAGNOSTICA  -  COLANGIOPANCREATOGRAFIARETROGRADA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7048,ENDOSCOPIA DIGESTIVA DIAGNOSTICA - COLONOSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7056,ENDOSCOPIA DIGESTIVA ALTA - DIAGNOSTICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7064,ENDOSCOPIA DIGESTIVA DIAGNOSTICA - LAPAROSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7072,ENDOSCOPIA DIGESTIVA DIAGNOSTICA - RETOSSIGMOIDOSCOPIA  RIGIDA / FLEXIVEL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7080,ENDOSCOPIA DIGESTIVA CIRURGICA - COLOCACAO DE PROTESE COLEDOCIANA POR VIA ENDOSCOPICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7099,ENDOSCOPIA DIGESTIVA CIRURGICA - DILATACAO ESOFAGO COM OGIVATIPO EDER PUESTOW,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7102,ENDOSCOPIA DIGESTIVA CIRURGICA - DILATACAO ESOFAGO COM BALAOPNEUMATICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7110,ENDOSCOPIA DIGESTIVA CIRURGICA - DILATACAO ESOFAGO COM VELAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7129,ENDOSCOPIA DIGESTIVA CIRURGICA - ESCLEROSE VARIZES  ESOFAGEANAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7137,ENDOSCOPIA DIGESTIVA CIRURGICA - INTRODUCAO  ENDOSCOPICA  DEPROTESE ESOFAGEANA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7145,"ENDOSCOPIA DIGESTIVA CIRURGICA - POLIPECTOMIA DE ESOFAGO, ESTOMAGO OU DUODENO",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7153,ENDOSCOPIA DIGESTIVA CIRURGICA - PAPILOTOMIA ENDOSCOPICA RE-TIRADA DE CALCULOS COLEDOCIANOS OU DRENAGEM BILIAR,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7161,ENDOSCOPIA DIGESTIVA CIRURGICA - POLIPECTOMIA DE COLON,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7170,"ENDOSCOPIA DIGESTIVA CIRURGICA - RETIRADA DE CORPO  ESTRANHODO ESOFAGO, ESTOMAGO OU DUODENO",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7188,ENDOSCOPIA DIGESTIVA CIRURGICA - DIVERTUCULECTOMIA DO ESOFA-GO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7196,ENDOSCOPIA DIGESTIVA CIRURGICA - GASTROSTOMIA ENDOSCOPICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7200,ENDOSCOPIA DIGESTIVA CIRURGICA - PASSAGEM DE SONDA POR ENDOSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7218,ENDOSCOPIA DIGESTIVA CIRURGICA - BIOPSIA / CITOLOGIA (ENDOS-COPIA ALTA OU BAIXA),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7226,ENDOSCOPIA DIGESTIVA CIRURGICA - ESVAZIAMENTO LIQUIDO ASCITICO POR LAPAROSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7234,ENDOSCOPIA DIGESTIVA CIRURGICA - LISE DE BRIDAS POR LAPAROS-COPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7242,ENDOSCOPIA DIGESTIVA CIRURGICA - HEMOSTASIA POR LAPAROSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7250,ENDOSCOPIA DIGESTIVA CIRURGICA - DRENAGEM CAVITARIA POR LAPAROSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7269,ENDOSCOPIA DIGESTIVA CIRURGICA - BIOPSIA POR LAPAROSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7277,ENDOSCOPIA DIGESTIVA CIRURGICA - RETIRADA DE CORPO  ESTRANHODO COLON,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7285,ENDOSCOPIA DIGESTIVA CIRURGICA - HEMOSTASIA DO COLON,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7293,ENDOSCOPIA DIGESTIVA CIRURGICA - DESCOMPRESSAO COLONICA  PORCOLONOSCOPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7307,ENDOSCOPIA DIGESTIVA CIRURGICA - TAMPONAMENTO DE VARIZES ESOFAGIANAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7315,"ENDOSCOPIA DIGESTIVA CIRURGICA - HEMOSTASIA EM ESOFAGO, ESTOMAGO OU DUODENO (PATOLOGIA NAO VARICOSA)",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7323,"LARINGOSCOPIA DIRETA PARA DIAGNOSTICO, COLHEITA DE  MATERIALE/OU BIOPSIA",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7331,LARINGOSCOPIA DIRETA COM RETIRADA DE CORPO ESTRANHO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7340,LARINGOSCOPIA DIRETA COM EXERESE DE POLIPO / NODULO / PAPILOMA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7358,LARINGOSCOPIA DIRETA COM MICROSCOPIA PARA EXERESE DE POLIPO/NODULO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7366,LARINGOSCOPIA DIRETA COM MICROSCOPIA - EXERESE DE PAPILOMA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7374,LARINGOSCOPIA COM LASER PARA EXERESE DE PAPILOMA / POLIPO  /NODULO / TUMOR,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7382,LARINGOSCOPIA DIRETA COM DILATACAO PARA ESTENOSE,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7390,"TRAQUEOSCOPIA PARA  DIAGNOSTICO,  COLHEITA  MATERIAL  E / OUBIOPSIA",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7404,TRAQUEOSCOPIA COM RETIRADA DE CORPO ESTRANHO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7412,TRAQUEOSCOPIA COM RETIRADA DE PAPILOMA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7420,TRAQUEOSCOPIA COM DILATACAO PARA ESTENOSE,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7439,"BRONCOSCOPIA RIGIDA PARA DIAGNOSTICO, COLHEITA DE MATERIAL E/OU BIOPSIA",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7447,BRONCOSCOPIA RIGIDA COM RETIRADA DE CORPO ESTRANHO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7455,BRONCOSCOPIA RIGIDA COM RETIRADA DE PAPILOMA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7463,BRONCOSCOPIA FLEXIVEL COM BIOPSIA TRANSBRONQUICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7471,BRONCOSCOPIA RIGIDA COM DILATACAO PARA ESTENOSE,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7480,BRONCOGRAFIA POR HEMITORAX,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7498,"BRONCOSCOPIA FLEXIVEL PARA DIAGNOSTICO, COLHEITA DE MATERIALE/OU BIOPSIA",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7501,BRONCOSCOPIA FLEXIVEL PARA RETIRADA DE CORPO ESTRANHO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7510,BRONCOSCOPIA FLEXIVEL COM LAVADO BRONCOALVEOLAR,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7528,LARINGOSCOPIA FLEXIVEL COM EXERESE ENDOSCOPICA DE TUMOR,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7536,EXAME FISIATRICO - CRONAXIMETRIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7544,EXAME FISIATRICO - CURVA I/T,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7552,EXAME FISIATRICO - ELETRODIAGNOSTICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7560,EXAME FISIATRICO - EXAME MUSCULAR,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7579,EXAME FISIATRICO - TESTE DE HEALD,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7587,EXAME FISIATRICO - PESQUISA ELETRONEUROMIOGRAFICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7595,EXAME FISIATRICO - POTENCIAL EVOCADO AUDITIVO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7609,EXAME FISIATRICO - POTENCIAL SOMATO-SENSITIVO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7617,EXAME FISIATRICO - POTENCIAL EVOCADO VISUAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7625,EXAME FISIATRICO - BIOFEEDBACK COM EMG,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7633,TRATAMENTO DE ATAXIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7641,TRATAMENTO DE DISTROFIA SIMPATICO - REFLEXO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7650,TRATAMENTO DE HEMIPLEGIA E HEMIPARESIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7668,TRATAMENTO DE LESAO NERVOSA PERIFERICA AFETANDO  MAIS  DE UMNERVO COM ALTERACAO SENSITIVA OU MOTORA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7676,TRATAMENTO DE LESAO NERVOSA PERIFERICA AFETANDO UM NERVO COMALTERACAO SENSITIVA OU MOTORA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7684,TRATAMENTO DE MIOPATIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7692,TRATAMENTO DE MONOPLEGIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7706,TRATAMENTO DE PARAPLEGIA OU PARAPARESIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7714,TRATAMENTO DE PARALISIA CEREBRAL (TRATAMENTO MOTOR),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7722,ASSISTENCIA FISIATRICA - TRATAMENTO DE PATOLOGIA NEUROLOGICACOM SEQUELA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7730,TRATAMENTO DE PARKINSON,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7749,TRATAMENTO DE QUADRIPLEGIA OU QUADRIPARESIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7757,TRATAMENTO DE RETARDO DO DESENVOLVIMENTO PSICO - MOTOR (TRA-TAMENTO GLOBAL / MOTOR),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7765,TRATAMENTO DE DISTURBIO CIRCULATORIO ARTERIO-VENOSO E LINFA-TICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7773,ASSISTENCIA FISIATRICA RESPIRATORIA  EM  PACIENTE  INTERNADOCOM VENTILACAO MECANICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7781,ASSISTENCIA FISIATRICA - RESPIRATORIA DOENTE CLINICO INTERNADO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7790,ASSISTENCIA FISIATRICA - RESPIRATORIA PRE  E  POS-OPERATORIOCONDICOES CIRURGICAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7803,TRATAMENTO DE DOENCAS PULMONARES ATENDIDAS EM AMBULATORIO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7811,TRATAMENTO DE PACIENTE COM D.P.O.C. EM ATENDIMENTO  AMBULATORIAL NECESSITANDO REDUCAO E REABILITACAO RESPIRATORIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7820,TRATAMENTO DE ALTERACAO ORDEM REUMATICA AFETANDO UM OU  MAISMEMBROS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7838,TRATAMENTO DE ALTERACAO DEGENERATIVA OU INFLAMATORIA AFETAN-DO UM OU MAIS SEGMENTOS DA COLUNA VERTEBRAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7846,TRATAMENTO DE ALTERACAO DEGENERATIVA OU INFLAMATORIA AFETAN-DO SEGMENTOS DA COLUNA VERTEBRAL E MEMBROS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7854,TRATAMENTO - AMPUTACAO UNILATERAL  OU  BILATERAL (PREPARACAODO COTO),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7862,TRATAMENTO DE CONTUSOES,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7870,TRATAMENTO DE DESVIO POSTURAL DA COLUNA VERTEBRAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7889,TRATAMENTO DE ENTORSES,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7897,TRATAMENTO DE TRAUMATISMO NOS TENDOES,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7900,TRATAMENTO DE SEQUELA DE TRAUMATISMO TORAXICO OU ABDOMINAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7919,TRATAMENTO DE QUEIMADURA AFETANDO MAIS DE UMA REGIAO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7927,TRATAMENTO FISIATRICO DE PATOLOGIA ORTOPEDICA QUE  AFETA  UMMEMBRO OU MAIS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7935,TRATAMENTO - AMPUTACAO UNILATERAL OU  BILATERAL (TREINAMENTOPROTETICO),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7943,ASSISTENCIA FISIATRICA - PACIENTE HIPO OU AGENESIA DE MEMBRO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7951,TRATAMENTO DE PACIENTE COM DOENCA ISQUEMICA DO CORACAO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7960,TRATAMENTO DE PACIENTE - POS-OPERATORIO DE CIRURGIA CARDIACA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7978,TRATAMENTO DE PACIENTE PORTADOR DE CARDIOPATIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7986,TRATAMENTO DE PACIENTE SEM DOENCA  CORONARIANA  CLINICAMENTEMANIFESTADA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
7994,TRATAMENTO DE PACIENTE COM DOENCA  DERMATOLOGICA  SENSIVEL AACTINOTERAPIA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8001,CONFECCAO DE PROTESE ORTOPEDICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8010,BLOQUEIO FENOLICO DE PONTOS MOTORES,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8028,BLOQUEIO ANESTESICO SIMPATICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8036,TRATAMENTO - INFILTRACAO ARTICULAR OU TECIDOS MOLES,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8044,TRATAMENTO DE DOENCAS UROLOGICAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8052,TRATAMENTO DE PROCESSOS INFLAMATORIOS PELVICOS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8060,ATENDIMENTO FISIATRICO - PRE E POS-PARTO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8079,TRATAMENTO DE SINUSITES,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8087,EXAME GENETICO - CARIOTIPO SIMPLES OU COM  BANDAS ( SANGUE /MEDULA ),SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8095,"EXAME GENETICO - CARIOTIPO COM BANDAS (LIQUIDO AMNIOTICO, PELE, EMBRIONARIO OU FETAL)",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8109,"EXAME GENETICO  -  CROMATINA  SEXUAL (SALIVA, URINA, LIQUIDOAMINIOTICO )",SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8117,EXAME GENETICO - DERMATOGLIFO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8125,HEMOTERAPIA - PROCESSAMENTO - UNIDADE DE CONCENTRADO DE HEMACIAS / HEMACIAS LAVADAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8133,HEMOTERAPIA - PROCESSAMENTO - UNIDADE DE CONCENTRADO DE LEU-COCITO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8141,HEMOTERAPIA - PROCESSAMENTO - UNIDADE DE CONCENTRADO DE  PLAQUETAS,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8150,HEMOTERAPIA - PROCESSAMENTO - UNIDADE DE CRIOPRECIPITADO  DEFATOR ANTI-HEMOFILICO,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8168,HEMOTERAPIA - PROCESSAMENTO - UNIDADE PLASMA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8176,HEMOTERAPIA - PROCESSAMENTO DE SANGUE TOTAL,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
8184,HEMOTERAPIA - PLASMAFERESE TERAPEUTICA,SERVI¿S DE SA¿E HUMANA,SERVIÇOS HOSPITALARES
